Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Months Code,Months,Unit,Value,Flag
POL,1999-01-01,1999-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),1999,1999,7021,Annual value,SLC,657.000000,A
POL,2000-01-01,2000-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),2000,2000,7021,Annual value,SLC,256.000000,A
POL,2001-01-01,2001-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),2001,2001,7021,Annual value,SLC,201.000000,A
POL,2002-01-01,2002-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),2002,2002,7021,Annual value,SLC,231.000000,A
POL,2003-01-01,2003-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),2003,2003,7021,Annual value,SLC,426.000000,A
POL,2004-01-01,2004-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),2004,2004,7021,Annual value,SLC,326.000000,A
POL,2005-01-01,2005-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),2005,2005,7021,Annual value,SLC,517.000000,A
POL,2006-01-01,2006-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),2006,2006,7021,Annual value,SLC,480.000000,A
POL,2007-01-01,2007-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),2007,2007,7021,Annual value,SLC,999.000000,A
POL,2008-01-01,2008-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),2008,2008,7021,Annual value,SLC,408.000000,A
POL,2009-01-01,2009-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),2009,2009,7021,Annual value,SLC,319.000000,A
POL,2010-01-01,2010-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),2010,2010,7021,Annual value,SLC,639.000000,A
POL,2011-01-01,2011-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),2011,2011,7021,Annual value,SLC,846.000000,A
POL,2012-01-01,2012-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),2012,2012,7021,Annual value,SLC,730.000000,A
POL,2013-01-01,2013-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),2013,2013,7021,Annual value,SLC,895.000000,A
POL,2014-01-01,2014-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),2014,2014,7021,Annual value,SLC,529.000000,A
POL,2015-01-01,2015-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),2015,2015,7021,Annual value,SLC,778.000000,A
POL,2016-01-01,2016-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),2016,2016,7021,Annual value,SLC,586.000000,A
POL,2017-01-01,2017-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),2017,2017,7021,Annual value,SLC,1038.000000,A
POL,2018-01-01,2018-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),2018,2018,7021,Annual value,SLC,619.000000,A
POL,2019-01-01,2019-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),2019,2019,7021,Annual value,SLC,660.000000,A
POL,2020-01-01,2020-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),2020,2020,7021,Annual value,SLC,926.000000,A
POL,2021-01-01,2021-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),2021,2021,7021,Annual value,SLC,631.000000,A
POL,2022-01-01,2022-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),2022,2022,7021,Annual value,SLC,648.000000,A
POL,2023-01-01,2023-12-31,173,'616,Poland,515,'01341,Apples,5531,Producer Price (SLC/tonne),2023,2023,7021,Annual value,SLC,865.000000,A
POL,1991-01-01,1991-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),1991,1991,7021,Annual value,USD,150.300000,A
POL,1992-01-01,1992-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),1992,1992,7021,Annual value,USD,99.100000,A
POL,1993-01-01,1993-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),1993,1993,7021,Annual value,USD,53.000000,A
POL,1994-01-01,1994-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),1994,1994,7021,Annual value,USD,80.500000,A
POL,1995-01-01,1995-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),1995,1995,7021,Annual value,USD,168.700000,A
POL,1996-01-01,1996-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),1996,1996,7021,Annual value,USD,98.700000,A
POL,1997-01-01,1997-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),1997,1997,7021,Annual value,USD,73.500000,A
POL,1998-01-01,1998-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),1998,1998,7021,Annual value,USD,79.400000,A
POL,1999-01-01,1999-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),1999,1999,7021,Annual value,USD,165.600000,A
POL,2000-01-01,2000-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),2000,2000,7021,Annual value,USD,58.900000,A
POL,2001-01-01,2001-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),2001,2001,7021,Annual value,USD,49.100000,A
POL,2002-01-01,2002-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),2002,2002,7021,Annual value,USD,56.600000,A
POL,2003-01-01,2003-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),2003,2003,7021,Annual value,USD,109.500000,A
POL,2004-01-01,2004-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),2004,2004,7021,Annual value,USD,89.100000,A
POL,2005-01-01,2005-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),2005,2005,7021,Annual value,USD,159.800000,A
POL,2006-01-01,2006-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),2006,2006,7021,Annual value,USD,154.700000,A
POL,2007-01-01,2007-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),2007,2007,7021,Annual value,USD,360.900000,A
POL,2008-01-01,2008-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),2008,2008,7021,Annual value,USD,169.300000,A
POL,2009-01-01,2009-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),2009,2009,7021,Annual value,USD,102.200000,A
POL,2010-01-01,2010-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),2010,2010,7021,Annual value,USD,211.900000,A
POL,2011-01-01,2011-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),2011,2011,7021,Annual value,USD,285.500000,A
POL,2012-01-01,2012-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),2012,2012,7021,Annual value,USD,224.200000,A
POL,2013-01-01,2013-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),2013,2013,7021,Annual value,USD,283.200000,A
POL,2014-01-01,2014-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),2014,2014,7021,Annual value,USD,167.700000,A
POL,2015-01-01,2015-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),2015,2015,7021,Annual value,USD,206.400000,A
POL,2016-01-01,2016-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),2016,2016,7021,Annual value,USD,148.600000,A
POL,2017-01-01,2017-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),2017,2017,7021,Annual value,USD,274.700000,A
POL,2018-01-01,2018-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),2018,2018,7021,Annual value,USD,171.400000,A
POL,2019-01-01,2019-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),2019,2019,7021,Annual value,USD,171.900000,A
POL,2020-01-01,2020-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),2020,2020,7021,Annual value,USD,237.500000,A
POL,2021-01-01,2021-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),2021,2021,7021,Annual value,USD,163.400000,A
POL,2022-01-01,2022-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),2022,2022,7021,Annual value,USD,145.400000,A
POL,2023-01-01,2023-12-31,173,'616,Poland,515,'01341,Apples,5532,Producer Price (USD/tonne),2023,2023,7021,Annual value,USD,205.800000,A
POL,1991-01-01,1991-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,25.200000,I
POL,1992-01-01,1992-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,21.390000,I
POL,1993-01-01,1993-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,15.210000,I
POL,1994-01-01,1994-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,29.000000,I
POL,1995-01-01,1995-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,64.820000,I
POL,1996-01-01,1996-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,42.160000,I
POL,1997-01-01,1997-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,38.190000,I
POL,1998-01-01,1998-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,43.740000,I
POL,1999-01-01,1999-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,104.120000,I
POL,2000-01-01,2000-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,40.570000,I
POL,2001-01-01,2001-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,31.850000,I
POL,2002-01-01,2002-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,36.610000,I
POL,2003-01-01,2003-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,67.510000,I
POL,2004-01-01,2004-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,51.660000,I
POL,2005-01-01,2005-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,81.930000,I
POL,2006-01-01,2006-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,76.070000,I
POL,2007-01-01,2007-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,158.320000,I
POL,2008-01-01,2008-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,64.660000,I
POL,2009-01-01,2009-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,50.550000,I
POL,2010-01-01,2010-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,101.270000,I
POL,2011-01-01,2011-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,134.070000,I
POL,2012-01-01,2012-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,115.690000,I
POL,2013-01-01,2013-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,141.840000,I
POL,2014-01-01,2014-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,83.840000,I
POL,2015-01-01,2015-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,123.300000,I
POL,2016-01-01,2016-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,92.870000,I
POL,2017-01-01,2017-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,164.500000,I
POL,2018-01-01,2018-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,98.100000,I
POL,2019-01-01,2019-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,104.600000,I
POL,2020-01-01,2020-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,146.750000,I
POL,2021-01-01,2021-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,100.000000,I
POL,2022-01-01,2022-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2022,2022,7021,Annual value,,102.690000,I
POL,2023-01-01,2023-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2023,2023,7021,Annual value,,137.080000,I
POL,2024-01-01,2024-12-31,173,'616,Poland,515,'01341,Apples,5539,Producer Price Index (2014-2016 = 100),2024,2024,7021,Annual value,,157.560000,I
POL,1996-01-01,1996-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,52.120000,I
POL,1997-01-01,1997-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,55.740000,I
POL,1998-01-01,1998-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,70.260000,I
POL,1999-01-01,1999-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,101.690000,I
POL,2000-01-01,2000-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,77.240000,I
POL,2001-01-01,2001-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,58.430000,I
POL,2002-01-01,2002-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,115.250000,I
POL,2003-01-01,2003-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,128.820000,I
POL,2004-01-01,2004-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2004,2004,7021,Annual value,,62.590000,I
POL,2005-01-01,2005-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2005,2005,7021,Annual value,,137.280000,I
POL,2006-01-01,2006-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2006,2006,7021,Annual value,,85.160000,I
POL,2007-01-01,2007-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2007,2007,7021,Annual value,,107.350000,I
POL,2008-01-01,2008-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2008,2008,7021,Annual value,,89.540000,I
POL,2009-01-01,2009-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2009,2009,7021,Annual value,,74.680000,I
POL,2010-01-01,2010-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2010,2010,7021,Annual value,,101.750000,I
POL,2011-01-01,2011-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2011,2011,7021,Annual value,,114.370000,I
POL,2012-01-01,2012-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2012,2012,7021,Annual value,,108.970000,I
POL,2013-01-01,2013-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2013,2013,7021,Annual value,,84.050000,I
POL,2014-01-01,2014-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2014,2014,7021,Annual value,,88.830000,I
POL,2015-01-01,2015-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2015,2015,7021,Annual value,,103.380000,I
POL,2016-01-01,2016-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2016,2016,7021,Annual value,,107.800000,I
POL,2017-01-01,2017-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2017,2017,7021,Annual value,,101.320000,I
POL,2018-01-01,2018-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2018,2018,7021,Annual value,,95.730000,I
POL,2019-01-01,2019-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2019,2019,7021,Annual value,,102.520000,I
POL,2020-01-01,2020-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2020,2020,7021,Annual value,,104.050000,I
POL,2021-01-01,2021-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2021,2021,7021,Annual value,,118.910000,I
POL,2022-01-01,2022-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2022,2022,7021,Annual value,,119.190000,I
POL,2023-01-01,2023-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2023,2023,7021,Annual value,,93.450000,I
POL,2024-01-01,2024-12-31,173,'616,Poland,526,'01343,Apricots,5539,Producer Price Index (2014-2016 = 100),2024,2024,7021,Annual value,,110.140000,I
POL,1991-01-01,1991-12-31,173,'616,Poland,367,'01211,Asparagus,5539,Producer Price Index (2014-2016 = 100),1991,1991,7021,Annual value,,24.210000,I
POL,1992-01-01,1992-12-31,173,'616,Poland,367,'01211,Asparagus,5539,Producer Price Index (2014-2016 = 100),1992,1992,7021,Annual value,,31.380000,I
POL,1993-01-01,1993-12-31,173,'616,Poland,367,'01211,Asparagus,5539,Producer Price Index (2014-2016 = 100),1993,1993,7021,Annual value,,46.340000,I
POL,1994-01-01,1994-12-31,173,'616,Poland,367,'01211,Asparagus,5539,Producer Price Index (2014-2016 = 100),1994,1994,7021,Annual value,,56.150000,I
POL,1995-01-01,1995-12-31,173,'616,Poland,367,'01211,Asparagus,5539,Producer Price Index (2014-2016 = 100),1995,1995,7021,Annual value,,58.210000,I
POL,1996-01-01,1996-12-31,173,'616,Poland,367,'01211,Asparagus,5539,Producer Price Index (2014-2016 = 100),1996,1996,7021,Annual value,,64.170000,I
POL,1997-01-01,1997-12-31,173,'616,Poland,367,'01211,Asparagus,5539,Producer Price Index (2014-2016 = 100),1997,1997,7021,Annual value,,72.650000,I
POL,1998-01-01,1998-12-31,173,'616,Poland,367,'01211,Asparagus,5539,Producer Price Index (2014-2016 = 100),1998,1998,7021,Annual value,,73.330000,I
POL,1999-01-01,1999-12-31,173,'616,Poland,367,'01211,Asparagus,5539,Producer Price Index (2014-2016 = 100),1999,1999,7021,Annual value,,73.310000,I
POL,2000-01-01,2000-12-31,173,'616,Poland,367,'01211,Asparagus,5539,Producer Price Index (2014-2016 = 100),2000,2000,7021,Annual value,,79.900000,I
POL,2001-01-01,2001-12-31,173,'616,Poland,367,'01211,Asparagus,5539,Producer Price Index (2014-2016 = 100),2001,2001,7021,Annual value,,76.620000,I
POL,2002-01-01,2002-12-31,173,'616,Poland,367,'01211,Asparagus,5539,Producer Price Index (2014-2016 = 100),2002,2002,7021,Annual value,,76.450000,I
POL,2003-01-01,2003-12-31,173,'616,Poland,367,'01211,Asparagus,5539,Producer Price Index (2014-2016 = 100),2003,2003,7021,Annual value,,80.140000,I
